SN,Yr_disclosure,Regions,Codes,Number_of_StudR,Number_of_StudE,Student_participation_rates_to_ODC,Number_of_student_participating_ODC,Employed_students_to_CEA,Number_of_Departments_participating_ODC,Number_of_CEA,Difference_of_lecture_sizeclass,sizeclass_equal_under30,sizeclass_over30,ShannonD_for_lecture_credits,ShannonD_for_major_credits,Evenness_for_major_credits,Number_of_students_for_major_credits,ShannonD_for_liberal_credits,Evenness_for_liberal_credits,Number_of_students_for_liberal_credits,Number_of_capstone_students,Capstone_funds,TPTC_per_1K,TPTC,Number_of_volunteer_CL/PG_per_1K,Number_of_volunteer_CL/PG_students,Number_of_volunteer_CL/PG,Rates_of_volunteer_CL/PG_students_to_total_students,Library_literature_per_student,Library_spenditure_per_student,Number_of_StudE_per_faculty,Number_of_StudR_per_faculty,Number_of_entrepreneurship_CL_students,Number_of_entrepreneurship_PG_students,Number_of_entrepreneurship_CLPG_totalstudents,Number_of_entrepreneurship_faculty,entrepreneurship_funds(college),entrepreneurship_funds(business),startup_funds,fund_per_ntrepreneurship_student,startup_supporting_fund,Rates_of_faculty(StudE),Rates_of_faculty(StudR),Faculty_book_publications,factulty_paper_publications,Land_rates(StudE),Land_rates(StudR),Building_rates(StudE),Building_rates(StudR),Total_funds_of_financial_supports,Number_of_financial_support_projects,Total_GF,Number_of_GF_projects,Total_LGF,Number_of_LGF_projects,Financial_supports_per_StudE,Income_of_CIC,total_income_of_CIC,Educational_supports_fee_per_StudE,total_educational_support_fee,total_scholarship_outside,national_scholarship,total_scholarship_inside,disaster_scholaship,total_scholarship,scholarship_per_StudE,Registered_faculty_class_credits,Contract_based_faculty_class credits,Registered_faculty_credit_ratio,Contract_based_faculty_credit_ratio,Total_credits,Average_graduated_scores,Average_graduated_scores_100,Graduate_ShannonD,Graduate_evenness,Number_of_graduates,Number_of_employed,Number_of_exceptions_employment,Freelance,Founders,Industry_faculty_hired,Industry_faculty_designated,Industry_faculty_contract,Industry_faculty_career_less5yr,Industry_faculty_career_over5yr,Ind_facult_over_to_under,Industry_faculty_per_1K,Over5yr_ratio_per_1K,Safety_faculty_ratio,Safety_manage_budget_SCI,Safety_manage_budget_spenditure,Employment_rates
308,2021,08_Gwangju,C045,3018,3036,7.21,219,75,8,86,0.337,1411,476,1.889,1.889,0.86,42885,1.889,0.858,7451,493,99399823,53.03,161,0.988,309,3,0.102,34.4,11861.4,31.77,31.96,801,44,845,2,40000,25576281,25616281,30315.125,25576281,63.76,63.33,0.028,0.321,237.9,251.8,153.9,162.8,5663713200,19,5556713200,15,107000000,4,1865518.182,85131971,6882855687,9665599.9,32428087601,7405232145,7378312145,2413563318,0,9818795463,3061676.2,2502,2176,0.535,0.465,4678,3.55,89.47,1.581,0.813,1424,867,201,39,16,3,0,0,0.632,0.368,58.333,0.988,19.214,50,13793000,52.81,63.6
309,2021,09_Kyunggi,C046,3456,3579,0.56,20,11,1,60,0.171,2166,371,1.832,1.832,0.834,46778,1.832,0.815,15513,885,76466870,5.309,19,0.559,23,2,0.006,32.7,27776.1,30.05,31.12,1785,153,1938,1,33600000,199099270,232699270,120071.863,232699270,67.65,65.34,0.027,0.025,85.6,98.3,114.9,132,8629818400,39,7002824800,18,1626993600,21,2411237.329,1097889907,9890601309,10614451.6,50015295985,10904977470,10809101870,4276304835,265100000,15181282305,3393982.2,3423,3522,0.493,0.507,6945,3.45,85.9,1.606,0.731,1843,1075,206,1,20,15,2,0,0.333,0.667,200,4.75,55.882,33.333,9800450,20.852,70.5
310,2021,09_Kyunggi,C047,3665,3845,7.26,279,75,8,111,0.219,2112,462,1.847,1.847,0.841,51712,1.847,0.84,11474,0,0,26.788,103,0.52,1052,2,0.274,37.5,34842.1,29.09,30.52,1248,168,1416,2,2200000,13678940,15878940,11213.941,15878940,73.26,69.61,0.131,0.257,130.4,139.9,154.8,166.1,8475436400,20,7910967000,10,564469400,10,2204274.746,428464716,9878618753,11397366.9,50513129954,12867827480,12618759130,4660121470,491465420,17527948950,4111646.5,3529.1,2633.9,0.573,0.427,6163,3.48,86.18,1.728,0.787,1809,1007,330,24,15,4,1,0,0.22,0.78,355.556,1.3,92.472,50,57063010,184.074,66.3
311,2021,09_Kyunggi,C048,5109,6208,7.47,464,140,5,65,0.434,2392,1038,1.584,1.584,0.721,45544,1.584,0.728,3125,1142,86392444,43.976,273,0.322,316,2,0.051,22.2,21526.6,30.05,36.52,1992,163,2155,2,7724091,0,7724091,3584.265,31128041,69.96,57.43,0.161,0.107,267.1,242.7,201.2,182.9,21133417040,20,7140798000,8,13992619040,12,3404223.106,278018071,15789660422,12001027.2,77466630385,19231303603,19093590683,6811022000,1876201000,26042325603,4108270.3,4412.2,3419.7,0.563,0.437,7831.9,3.56,88.17,1.499,0.682,2233,1672,320,73,11,1,0,0,0.077,0.923,1200,0.161,193.299,50,12273010,68.911,77.7
312,2021,09_Kyunggi,C049,2499,2832,0,0,0,0,0,0.635,764,485,1.757,1.757,0.8,28605,1.757,0.858,5879,675,27169586,54.732,155,0.706,34,2,0.012,42.9,29656,30.11,34.12,1036,83,1119,2,2000000,0,2000000,1787.31,2000000,66.4,58.45,0.018,0.097,152.9,123.2,157.2,126.7,1413726745,15,1168693536,9,245033209,6,499197.297,461074403,1589679661,10456348.7,31463153291,6823844160,6691057740,3416708730,499833860,10240552890,3576860.9,1551,2419,0.391,0.609,3970,3.52,89.18,1.498,0.77,1182,552,199,2,22,4,0,0,0.625,0.375,60,1.412,21.186,0,12614030,0,61.1
313,2021,09_Kyunggi,C050,3863,3236,14.89,482,0,5,7,0.123,2276,281,1.846,1.846,0.84,39613,1.846,0.841,9658,992,42250000,11.125,36,0,0,0,0,38,19478.6,36.1,30.24,1673,183,1856,2,14284000,0,14284000,7696.121,0,58.15,69.93,0.031,0.042,172.4,210.2,143.8,175.3,1381277020,17,828400000,5,552877020,12,426847.04,97057723,1138614311,9214451.7,35540140252,9098610434,9006711834,3645204651,194261800,12743815085,3497205,2479,3110,0.444,0.556,5589,3.18,85.79,1.593,0.819,1419,983,261,53,26,3,0,0,0.118,0.882,750,0.927,231.768,50,11547150,104.974,64.9
314,2021,09_Kyunggi,C051,2902,2449,0,0,0,0,0,0.277,1119,310,1.86,1.86,0.846,30916,1.86,0.872,7866,378,24083557,59.208,145,0.817,57,2,0.023,36.1,13699,36.73,31,850,87,937,3,10140800,0,10140800,10822.625,10140800,58.96,70.54,0.011,0.203,342,262.1,138,105.8,1939559595,14,977105595,7,962454000,7,791980.235,175204419,1699839346,9025548.4,30903477633,8189744114,7796391114,2898626720,0,11088370834,3480342.4,1819,2049,0.47,0.53,3868,3.24,82.42,1.884,0.858,1374,707,219,32,9,14,0,0,0.071,0.929,1300,5.717,530.829,50,2993230,27.174,62.7
315,2021,09_Kyunggi,C052,176,429,0,0,0,0,0,0.481,154,74,1.553,1.553,0.707,4792,1.553,0.731,1385,299,4490000,512.821,220,6.993,132,3,0.308,100.1,65489.1,13.54,33,501,171,672,2,381500,32995860,33377360,49668.69,33377360,162.5,72.22,0.009,0.192,3064.7,9361.7,511.7,477.1,1466000000,1,1466000000,1,0,0,3417249.417,1251992757,3634694688,24841426.7,11029593444,904607320,852266640,305671050,16600000,1210278370,2738186.4,335,208,0.617,0.383,543,3.51,85.1,1.164,0.723,174,148,1,0,0,5,5,0,0,1,0,23.31,0,0,20232180,0,94.2
316,2021,09_Kyunggi,C053,6081,7040,4.45,313,116,16,235,0.692,1981,1370,1.81,1.81,0.824,72522,1.81,0.844,20874,2088,59408361,70.881,499,0.71,26,5,0.004,28.1,20464,34.36,39.77,4125,2232,6357,3,19100620,180348610,199449230,31374.741,0,61.03,52.84,0.002,0.091,103.9,99.3,105.9,101.2,12506102080,25,9390803920,21,3115298160,4,1776434.955,919607729,13823054074,10556186.7,77324067496,17421920320,17111714020,7649428990,964207740,25071349310,3559754.3,4345,4575,0.487,0.513,8920,3.29,86.99,1.477,0.759,2576,1560,244,3,27,4,0,0,0.242,0.758,313.333,0.568,44.508,33.333,7399230,15.61,72.8
317,2021,09_Kyunggi,C054,4128,4624,3.83,177,0,9,39,0.407,1731,705,1.819,1.819,0.828,62751,1.819,0.844,7572,1795,27032180,0,0,1.298,69,6,0.015,32.1,9490.1,32.25,36.13,1645,377,2022,3,500000,40665080,41165080,20358.595,40665080,64.97,57.4,0.045,0.245,64.7,59.5,138.7,127.6,7407388670,9,4472270000,3,2935118670,6,1601943.917,331270967,8277919206,9107330.6,43660542719,10436532329,10311623434,4411379798,937700002,14847912127,3163168.3,3336,2300,0.592,0.408,5636,3.51,86.71,1.599,0.728,1604,1209,100,0,11,1,1,0,0.275,0.725,263.636,0.433,57.015,33.333,12798822,19.859,73.7
318,2021,09_Kyunggi,C055,5481,5548,5.1,283,102,11,199,0.431,2174,938,1.864,1.864,0.848,65150,1.864,0.886,11018,805,134483424,38.212,212,0.541,61,3,0.011,38.5,24709.6,33.22,33.62,4571,306,4877,3,2600000,108848815,111448815,22851.92,108848815,62.5,61.34,0.068,0.102,86.3,96.8,106.2,119.1,10439195027,26,8880560540,17,1558634487,9,1881614.1,1583592580,11106414397,9899808,59844339191,13530989830,13146869650,5741198200,1431396000,19272188030,3334288.6,4320,3637,0.543,0.457,7957,3.29,83.79,1.759,0.8,2508,1299,307,61,14,20,0,0,0.25,0.75,300,3.605,54.074,33.333,19388720,64.629,68
319,2021,09_Kyunggi,C056,2469,3016,0,0,0,0,0,0.287,1607,462,1.614,1.614,0.734,27939,1.614,0.801,9639,838,92119180,39.788,120,0.663,169,2,0.056,36.2,32764.5,31.65,38.67,2699,152,2851,4,346940,81991258,82338198,28880.462,82338198,62.9,51.66,0.001,0.112,2633.4,2155.8,156.8,128.4,5320630000,8,5320630000,8,0,0,1764134.615,544136494,6027890773,11946159.2,37080878150,8166032360,8040394180,2988392030,0,11154424390,3724348.7,1589.6,2883.4,0.355,0.645,4473,3.49,86.33,1.464,0.666,1061,605,132,9,32,8,5,0,0.455,0.545,120,4.31,39.788,0,0,0,62.9
320,2021,09_Kyunggi,C057,3256,3013,1,30,3,2,10,0.261,1430,373,1.808,1.808,0.823,38031,1.808,0.882,4887,771,34890223,36.177,109,0.332,15,1,0.005,38.9,26076.1,35.39,32.75,3257,245,3502,5,0,46450570,46450570,13264.012,46450570,60.53,65.71,0.005,0.088,265.6,334.8,139.2,175.4,5189060000,14,4831060000,11,358000000,3,1722223.697,70669583,5188457901,10687998.6,37557627176,10096283840,10041897930,2801431960,393411080,12897715800,3938233.8,2376,2153,0.525,0.475,4529,3.51,85.15,1.702,0.818,1487,879,184,11,8,7,0,0,0,1,0,2.323,0,50,12806480,140.731,66.3
321,2021,09_Kyunggi,C058,4532,3173,5.77,183,40,5,43,0.301,1506,454,1.932,1.932,0.879,45211,1.932,0.898,7808,721,58904900,35.298,112,2.836,2387,9,0.752,31.5,24627.5,33.57,23.5,669,156,825,2,18619582,9935710,28555292,34612.475,8099932,60,84.91,0.12,0.036,341.9,497.9,143.9,209.5,5626692840,8,753992840,5,4872700000,3,1773303.763,183600382,7178842364,11334493.6,47854231868,8973925165,8868734047,3261677345,357493000,12235602510,3074272,2983.6,2031,0.595,0.405,5014.6,3.35,84.74,1.558,0.801,1746,1499,186,0,18,6,16,0,0,1,0,6.934,0,50,13739620,27.479,68.9
322,2021,09_Kyunggi,C059,5286,7196,2.93,211,84,8,160,0.82,3111,2550,1.73,1.73,0.787,89048,1.73,0.84,13988,945,89143340,31.545,227,0.278,215,2,0.03,40.3,29036.4,27.25,37.09,1050,236,1286,5,40347304,12151820,52499124,40823.58,12151820,78.54,57.57,0.093,0.159,154.3,152,180.1,177.4,14074556217,32,9720015807,15,4354540410,17,1955886.078,361807835,13791017794,11353632.6,87479739468,22525079700,22367385490,9545568150,2628293940,32070647850,4322772.3,5770,5262,0.523,0.477,11032,3.49,86.37,1.603,0.729,3211,1918,338,31,29,19,2,0,0.325,0.675,207.692,2.918,28.862,25,0,0,66
323,2021,09_Kyunggi,C060,1841,3147,0,0,0,0,0,0.25,1910,478,1.787,1.787,0.813,34886,1.787,0.88,7718,754,85293409,55.926,176,0.318,18,1,0.006,34.9,60973.8,21.16,36.17,952,30,982,4,70163396,53568843,123732239,126000.243,6091216,93.55,55.06,0.126,0.214,515.6,285.6,202.2,112,354340000,11,210500000,5,143840000,6,112596.123,201107272,543671425,10941782.9,33930468710,6856273160,6628005300,4205603519,611200000,11061876679,3624468.1,1549,3314.6,0.318,0.682,4863.6,3.41,84.84,1.656,0.754,1034,534,126,1,34,9,3,0,0.387,0.613,158.333,3.813,50.312,0,23818120,0,62.6
324,2021,09_Kyunggi,C061,3170,6197,5.99,371,97,6,45,0.2,3682,737,1.784,1.784,0.812,67158,1.784,0.864,10382,726,32018459,33.726,209,0.484,101,3,0.016,17.3,21605.7,20.19,39.47,1794,116,1910,2,17332850,0,17332850,9074.791,17332850,107.53,56.88,0.199,0.058,154.6,109.5,174.3,123.4,5051415860,29,2932827000,11,2118588860,18,815138.916,549209670,4257134562,10140874.8,54882414533,15041202110,14963202470,6818405790,682843650,21859607900,4017571.8,4700,6585,0.416,0.584,11285,3.62,88.15,1.56,0.71,1915,1234,241,3,22,1,4,0,0.195,0.805,411.765,0.807,66.446,50,4759000,8.912,69.5
325,2021,09_Kyunggi,C062,5313,4621,1.84,85,35,7,58,0.566,1729,979,1.783,1.783,0.811,67549,1.783,0.857,18240,1078,34227340,3.462,16,0.649,25,3,0.005,38.1,23794,38.5,33.49,1833,98,1931,2,2987262,0,2987262,1547.003,0,55.42,63.3,0.069,0.085,170.3,200.8,135.7,159.9,1330144727,14,1090588727,10,239556000,4,287847.809,1551214914,7304746830,8233824.6,49246504973,12071709087,11930797337,4818108360,546900000,16889817447,3029020.3,3271,2406,0.576,0.424,5677,3.34,83.45,1.719,0.827,2257,1519,182,4,14,11,0,0,0.36,0.64,177.778,2.38,38.472,33.333,0,0,65.5
326,2021,09_Kyunggi,C063,4064,3996,0.6,24,22,5,5,0.889,1120,996,1.856,1.856,0.845,50534,1.856,0.851,7914,1057,57028473,17.017,68,1.001,1009,4,0.253,45.1,28991.2,34.74,34.15,1173,1224,2397,2,38527210,0,38527210,16073.096,39383210,60,60.62,0.003,0.019,69.7,70.4,107,107.2,2450150570,18,422016400,4,2028134170,14,613150.793,425204061,2076325605,10392787.5,45385303227,9472332717,9406731757,4341052894,354512167,13813385611,3250973.3,2555,2529,0.503,0.497,5084,3.49,86.75,1.549,0.705,1547,1119,93,74,10,7,0,0,0.138,0.862,625,1.752,156.406,33.333,18152500,145.104,71.1
327,2021,09_Kyunggi,C064,6175,6488,0,0,0,0,0,1.069,1486,1588,1.939,1.939,0.882,76923,1.939,0.933,11159,626,19815830,44.544,289,0.308,56,2,0.009,28.9,26983.2,35.9,37.72,2829,241,3070,2,5735000,54343310,60078310,19569.482,60078310,59.31,56.39,0.088,0.075,61.3,63,118,121.3,8302639457,27,8070965807,15,231673650,12,1279691.655,1190416819,9400104917,9758530.5,65860322028,16012894450,15817244790,6775894255,1245875200,22788788705,3510287.8,4161.3,3553.3,0.539,0.461,7714.6,3.46,86.2,1.624,0.739,2497,1589,271,34,19,22,0,0,0.211,0.789,375,3.391,57.799,33.333,11694210,13.521,73.5
328,2021,09_Kyunggi,C065,3795,2993,0,0,0,0,0,0.631,1102,695,1.888,1.888,0.859,51102,1.888,0.838,9513,420,5183490,1.002,3,0,0,0,0,34.7,22104.8,33,26.03,2533,65,2598,3,125182550,0,125182550,48184.199,0,63.89,79.86,0.085,0.059,506.1,658.2,139,180.7,1625235390,13,514390000,7,1110845390,6,543012.158,779687426,2263107723,9184700.5,37390915708,9733118840,9527068590,3644867510,904725000,13377986350,3472997.5,2684,1425,0.653,0.347,4109,3.51,83.99,1.609,0.774,1726,985,199,32,17,4,0,0,0.056,0.944,1700,1.336,567.992,33.333,17724040,60.612,59.4
329,2021,09_Kyunggi,C067,4055,4200,0,0,0,0,0,0.944,1135,1072,1.759,1.759,0.801,54077,1.759,0.739,10529,318,17657500,13.333,56,1.667,219,7,0.052,43.3,29631.1,32.7,33.87,802,117,919,3,0,69260000,69260000,75364.527,11925700,64.92,62.31,0.188,0.306,147.2,147.6,126.5,126.8,5168219341,12,5063893891,7,104325450,5,1230528.415,407189504,9904462387,10884058.3,49522465326,12066722435,11786938780,3925339121,0,15992061556,3609131.5,2809.8,2324,0.547,0.453,5133.8,3.45,84.67,1.679,0.808,1514,1010,118,1,8,8,10,0,0.222,0.778,350,4.286,83.333,50,8705390,64.219,68.3
330,2021,09_Kyunggi,C068,5110,4526,0,0,0,0,0,0.183,2932,537,1.846,1.846,0.84,62591,1.846,0.82,13010,1108,24600000,8.617,39,1.768,2982,8,0.659,37.5,23053.9,32.14,28.47,1077,210,1287,4,43000000,95200000,138200000,107381.507,138200000,63.6,71.3,0.151,0.053,240.2,288.7,112.4,135.1,6811699732,22,4972955727,11,1838744005,11,1505015.407,198207483,5821205604,10561548.7,56578216620,12694060577,12554426537,5437648650,703161940,18131709227,3542733.3,4190,3439,0.549,0.451,7629,3.24,82.94,1.717,0.781,2000,1184,240,11,17,5,2,0,0.306,0.694,226.667,1.547,50.081,33.333,4287000,8.373,72.7
331,2021,09_Kyunggi,C069,5681,5813,4.63,269,86,10,89,0.27,2494,673,1.828,1.828,0.832,67834,1.828,0.841,11414,2213,192345541,59.522,346,6.537,471,38,0.081,34.7,23218,35.07,35.88,3276,252,3528,2,3600000,40913070,44513070,12617.083,44513070,61.6,60.45,0.019,0.119,100.7,107.7,140.7,150.3,10481062271,20,8497058000,8,1984004271,12,1803038.409,364799522,10901474680,10198519.1,61497070024,16315304798,15917741818,6080000000,997600000,22395304798,3854613.6,4534,3455,0.568,0.432,7989,3.45,88.02,1.64,0.789,2276,1474,205,26,17,1,0,0,0.271,0.729,268.75,0.172,46.233,25,323470,0.978,69.4
332,2021,09_Kyunggi,C070,4292,4706,8.14,383,117,13,158,0.537,1638,879,1.882,1.882,0.856,50608,1.882,0.859,7705,1416,171076236,32.512,153,0.425,206,2,0.044,33.4,26843.4,34.06,37.35,3491,495,3986,3,9632000,67871000,77503000,19443.803,77503000,62.38,57.27,0.016,0.111,178.7,183.6,117.4,120.6,9876091635,48,7635686265,25,2240405370,23,2098617.007,972863358,10111124419,9773042.6,50409353704,10270395822,10195436822,4742006005,848799770,15012401827,3077573.2,2574.5,3257.6,0.441,0.559,5832.1,3.1,81.46,1.801,0.82,2120,1226,239,59,15,27,0,0,0.292,0.708,242.857,5.737,51.606,50,40722920,115.69,70
333,2021,09_Kyunggi,C071,3704,3258,0.43,14,3,1,5,0.169,1924,326,1.964,1.964,0.894,42135,1.964,0.899,7684,891,77707572,46.654,152,1.842,132,6,0.041,42.5,23730.8,33.07,29.09,2132,693,2825,3,24616116,95755740,120371856,42609.507,120371856,64,72.73,0.077,0.193,114.8,131.4,121.7,139.3,5527040000,19,4440660000,12,1086380000,7,1696451.811,844716624,6264068453,10415852.5,40642656355,8229262215,8082370810,3903471860,675049000,12132734075,3279117.3,2788,2440,0.533,0.467,5228,3.29,87.02,1.628,0.837,1463,878,179,13,8,9,27,0,0.118,0.882,750,11.05,230.203,50,2548120,3.8,64.1
334,2021,09_Kyunggi,C072,1797,840,0,0,0,0,0,0.872,188,164,1.605,1.605,0.731,9175,1.605,0.731,3374,0,0,0,0,0,0,0,0,9.2,0,48.57,22.7,0,0,0,0,0,0,0,0,0,51.39,108.82,0,0,182.4,545.8,279.5,418.2,0,0,0,0,0,0,0,43650582,51857439,6203299.8,6842239688,387581720,366131720,1049677170,0,1437258890,1381979.7,777,291,0.728,0.272,1068,3.45,88.04,1.598,0.821,387,177,18,0,3,0,0,0,0,0,0,0,0,0,42640790,0,45.4
335,2021,09_Kyunggi,C073,4517,4455,12.12,540,61,23,248,0.748,1328,994,1.815,1.815,0.826,50307,1.815,0.822,3517,1012,90915588,55.443,247,0,0,0,0,44.3,23520.6,32.04,31.6,4126,796,4922,2,0,48573470,48573470,9868.645,48573470,65.89,66.2,0.048,0.186,37.3,38.1,133.8,136.6,8541029078,19,8443729078,16,97300000,3,1917178.244,511966043,8635136644,9839608.2,47781137323,12438041626,12204161326,4018570950,696935000,16456612576,3590794.8,3008.5,2471,0.549,0.451,5479.5,3.17,81.89,1.635,0.84,1954,1143,168,82,16,17,0,0,0.288,0.712,246.667,3.816,55.368,50,14280790,136.008,66
336,2021,09_Kyunggi,C074,5367,4101,26.65,1093,4,9,13,0.214,2386,511,1.868,1.868,0.85,68009,1.868,0.878,9823,171,15482368,5.121,21,0.732,373,3,0.091,36.5,32538.6,37.01,28.28,1345,421,1766,4,56729812,9500000,66229812,37502.725,2000000,60.42,78.38,0.029,0.372,185.7,251.2,242.4,327.9,4427023739,28,1205661890,14,3221361849,14,1079498.595,116337258,3545422370,8962911,49609712540,12313669833,12155439913,5621559820,296165720,17935229653,3500240,3356,3967,0.458,0.542,7323,3.34,84.12,1.815,0.826,2205,1344,276,60,28,0,0,0,0.154,0.846,550,0,134.114,50,11438130,18.002,61.4
337,2021,09_Kyunggi,C075,3444,3424,0.73,25,0,1,1,0.095,1853,176,1.572,1.572,0.715,32010,1.572,0.77,3846,745,60000000,42.64,146,0.584,100,2,0.029,49.8,27610.9,31.89,31.7,1273,264,1537,3,0,34906420,34906420,22710.748,34906420,62.79,62.79,0.162,0.023,205.2,205.3,131,131.1,5365536574,21,4424023340,13,941513234,8,1567037.551,697757016,5879518805,10444281.7,40126930454,9287269990,9156755270,3511135090,727283350,12798405080,3475938.4,2646,3251,0.449,0.551,5897,3.24,83.32,1.515,0.69,1281,678,161,116,6,8,6,0,0.174,0.826,475,4.089,138.727,50,49947270,375.543,67.6
338,2021,09_Kyunggi,C076,1860,1653,0.85,14,7,1,1,0.044,1027,45,1.668,1.668,0.759,22083,1.668,0.759,7965,252,17725712,4.235,7,1.21,41,2,0.025,50,47023.9,32.63,29,471,62,533,3,0,4373400,4373400,8205.253,4373400,71.25,78.08,0.057,0.116,193.9,233.1,230.8,277.5,2757395000,4,2745000000,3,12395000,1,1668115.547,15023000,3048514268,11131046.8,21961555306,5490307907,5162505338,1916607154,369467212,7406915061,4054140.7,1562.1,1133.4,0.58,0.42,2695.5,3.5,86.25,1.621,0.738,814,587,67,0,5,7,0,0,0.15,0.85,566.667,4.235,342.811,0,18638630,44.272,61.7
339,2021,09_Kyunggi,C077,683,691,27.5,190,1,12,101,0.033,604,20,1.764,1.764,0.803,6754,1.764,0.862,1129,159,13811120,4.342,3,2.894,57,2,0.082,84,138902.4,12.42,12.56,254,98,352,4,0,105731530,105731530,300373.665,105731530,166.67,161.76,0.02,0.215,889.5,1149.2,475.1,613.8,3252600000,8,3252600000,8,0,0,4707091.172,599355682,3408171026,0,0,1489020250,1443714730,413806560,61700000,1902826810,2936461.1,1056,770,0.578,0.422,1826,3.62,87.97,1.616,0.777,232,117,52,1,4,0,0,0,1,0,0,0,0,0,13334110,26.668,73.8
340,2021,10_Gangwon,C078,2628,2443,0,0,0,0,0,0.592,874,517,1.87,1.87,0.851,35294,1.87,0.839,5930,215,15666140,24.151,59,1.228,92,3,0.038,36.8,15616,31.29,29.08,248,76,324,2,22660190,15900000,38560190,119012.932,38560190,66.14,70,0.251,0.032,179.2,179.1,168.8,168.7,2430700000,9,2062000000,3,368700000,6,994965.207,50043452,1909441160,9260356,24660327969,7288235727,6855166047,1524544100,203582670,8812779827,3380429.5,1595,1460.1,0.522,0.478,3055.1,3.43,76.26,1.733,0.789,928,619,85,0,15,0,0,1,0,1,0,0.409,0,50,4549300,5.962,69.7
341,2021,10_Gangwon,C079,711,597,0,0,0,0,0,0.473,279,132,1.766,1.766,0.849,12971,1.766,0.776,2423,0,0,0,0,1.675,6,1,0.01,47.7,13502.7,79,66.33,160,0,160,0,0,0,0,0,0,25.71,30,0.111,0.028,2578.7,2403.2,431.6,374.3,500000000,3,0,0,500000000,3,837520.938,28495520,299520930,8191416.5,8289713528,2963183008,2765283283,623010070,0,3586193078,3727851.4,236,463,0.338,0.662,699,3.58,87.41,1.523,0.693,435,255,44,0,14,0,0,0,0.241,0.759,314.286,0,526.442,0,0,0,61.4
342,2021,10_Gangwon,C080,659,579,11.57,67,2,4,12,0.068,440,30,1.922,1.922,0.875,6998,1.922,0.869,1184,91,5044550,15.544,9,12.09,327,7,0.565,97.5,57395.9,21.97,19.3,237,175,412,2,95265000,49700700,144965700,351858.495,10540000,90.91,100,0.111,0.29,1906.1,2175.4,360.3,411.2,3561618584,20,2627568584,11,934050000,9,6151327.434,165174484,3734563912,0,0,847135790,822342230,444605630,0,1291741420,2234846.7,353,730,0.326,0.674,1083,3.23,84.22,1.762,0.802,231,132,67,0,6,0,9,1,0.5,0.5,100,17.271,172.712,0,22507580,252.894,64.5
343,2021,10_Gangwon,C083,956,967,1.03,10,2,2,2,0.511,362,185,1.701,1.701,0.774,12203,1.701,0.773,2422,364,9225740,102.378,99,9.307,317,9,0.328,46.6,21621.2,32.97,33.34,1370,160,1530,2,8000000,12234100,20234100,13224.902,0,67.44,67.44,0.065,0.274,874.7,1069.3,320.4,391.7,471332000,9,50000000,1,421332000,8,487416.753,34483800,334268943,8951240.8,9309290393,3583337880,2982243080,641854000,0,4225191880,4267870.6,840.4,548.1,0.605,0.395,1388.5,3.61,86.67,1.571,0.715,421,261,86,0,11,0,2,4,0.4,0.6,150,6.205,155.119,0,0,0,69.6
344,2021,10_Gangwon,C084,575,649,2,13,0,1,43,0.413,366,151,1.922,1.922,0.875,7295,1.922,0.827,2382,244,20885410,0,0,1.541,38,1,0.059,27.4,44140.5,23,25.96,259,105,364,3,0,23162800,23162800,63634.066,7515900,86.21,73.53,0.256,0.181,1564.2,1367.2,209,182.7,1329000000,3,1129000000,1,200000000,2,2047765.794,0,1132804962,13078442.2,8304810810,1764242720,1748906600,467550000,61800000,2231792720,3664684.3,522.7,632.3,0.453,0.547,1155,3.25,82.48,1.792,0.816,163,149,34,0,3,0,0,1,0.75,0.25,33.333,1.541,51.361,0,20275287,41.252,79.7
345,2021,10_Gangwon,C085,892,945,0,0,0,0,0,0.279,481,134,1.846,1.846,0.84,11656,1.846,0.813,1356,39,2374240,8.466,8,4.233,20,4,0.021,48.6,22611,29.73,31.5,851,27,878,2,3900000,13000000,16900000,19248.292,0,66.67,63.83,0.103,0.035,1833.5,1811.4,234.1,231.3,908682744,13,522982744,3,385700000,10,961569.041,245371080,511028399,10178357.6,9628726327,2487760520,2381590520,810692700,0,3298453220,3616725,634,750,0.458,0.542,1384,3.45,86.67,1.565,0.804,263,213,33,0,9,1,0,0,0.2,0.8,400,1.058,423.28,0,6827640,68.276,79.1
346,2021,10_Gangwon,C086,480,423,0,0,0,0,0,0.251,187,47,1.622,1.622,0.738,4695,1.622,0.698,1224,0,0,16.548,7,4.728,100,2,0.236,36.1,13437.1,32,28.2,101,10,111,2,0,11850000,11850000,106756.757,0,62.5,68.18,0.033,0.449,873.2,990.8,242.2,274.8,190000000,3,50000000,1,140000000,2,449172.577,0,77691188,11230089.6,4952469496,1110869500,1053054500,955250000,794000,2066119500,5088964.3,317,316,0.501,0.499,633,3.48,86.05,1.653,0.849,126,75,33,0,8,0,1,0,1,0,0,2.364,0,0,19415480,0,74.8
